entidad,pais_de_origen,anio,trimestre,fecha,millones_de_dolares
Jalisco,Guinea-Bissau,2017,4,2017-12-01,7.235463
Michoacán,Luxembourg,2009,1,2009-03-01,6.463106
Baja California Sur,Togo,2012,1,2012-03-01,9.337576
Tamaulipas,Saint Barthelemy,2016,1,2016-03-01,4.603056
Guanajuato,Mayotte,2001,2,2001-06-01,9.259156
Guerrero,Gambia,2011,2,2011-06-01,2.007249
Coahuila,Burkina Faso,2014,3,2014-09-01,3.281296
Puebla,Georgia,2017,4,2017-12-01,7.931727
Nuevo León,Brazil,2019,3,2019-09-01,8.571642
Hidalgo,Peru,2016,2,2016-06-01,0.382844
Hidalgo,Saint Kitts and Nevis,2000,4,2000-12-01,1.674232
Jalisco,Lao People's Democratic Republic,2014,1,2014-03-01,7.871215
Tabasco,Georgia,2008,2,2008-06-01,1.073628
Baja California,Gabon,2018,1,2018-03-01,9.030397
Durango,Swaziland,2010,2,2010-06-01,3.523025
Quintana Roo,North Macedonia,2008,2,2008-06-01,7.316626
Veracruz,Saudi Arabia,2008,4,2008-12-01,3.240805
Colima,Thailand,2019,3,2019-09-01,2.942427
Guanajuato,Mexico,2023,2,2023-06-01,8.696499
Coahuila,Botswana,2022,3,2022-09-01,2.891471
Querétaro,Gabon,2003,1,2003-03-01,7.843415
Baja California,Latvia,2002,1,2002-03-01,4.207964
Campeche,Mali,2003,4,2003-12-01,5.021186
Jalisco,Antigua and Barbuda,2003,2,2003-06-01,9.192969
Guanajuato,Mayotte,2003,1,2003-03-01,6.7548
Tabasco,Montenegro,2018,4,2018-12-01,1.7131
San Luis Potosí,Saint Lucia,2022,1,2022-03-01,3.583423
Tlaxcala,Guadeloupe,2003,3,2003-09-01,9.376752
Sonora,Tanzania,2013,1,2013-03-01,9.117046
Sinaloa,Gabon,2021,4,2021-12-01,4.392003
Nuevo León,Nicaragua,2008,1,2008-03-01,9.440625
Jalisco,Serbia,2007,1,2007-03-01,9.521701
Michoacán,Vietnam,2005,2,2005-06-01,0.611131
Quintana Roo,Malta,2016,3,2016-09-01,6.239979
San Luis Potosí,San Marino,2005,4,2005-12-01,0.251286
Chihuahua,Tuvalu,2001,2,2001-06-01,1.146264
Veracruz,Guinea-Bissau,2016,4,2016-12-01,4.287617
Estado de México,Tajikistan,2007,4,2007-12-01,9.148546
Nayarit,Hong Kong,2000,3,2000-09-01,0.413042
Baja California Sur,Montenegro,2021,3,2021-09-01,5.44195
Baja California,Algeria,2014,4,2014-12-01,4.791564
Tlaxcala,Botswana,2000,2,2000-06-01,1.662857
Colima,Libyan Arab Jamahiriya,2009,1,2009-03-01,8.764192
Estado de México,Spain,2016,4,2016-12-01,3.89195
Baja California Sur,Afghanistan,2020,4,2020-12-01,6.230829
Sonora,Greece,2021,4,2021-12-01,0.045514
Puebla,Sierra Leone,2000,4,2000-12-01,5.694255
Durango,Christmas Island,2008,4,2008-12-01,1.602694
Baja California Sur,Latvia,2004,4,2004-12-01,7.202457
Tamaulipas,Montenegro,2023,1,2023-03-01,2.195012
Durango,China,2010,2,2010-06-01,5.094983
Hidalgo,Togo,2008,3,2008-09-01,0.506857
Chiapas,Afghanistan,2023,4,2023-12-01,1.817202
Nayarit,Qatar,2004,1,2004-03-01,1.211489
Guanajuato,Macao,2001,3,2001-09-01,2.304721
Guanajuato,Liberia,2007,4,2007-12-01,9.009482
Yucatán,Portugal,2007,3,2007-09-01,8.237633
Jalisco,Montenegro,2017,1,2017-03-01,8.908906
Querétaro,Heard Island and McDonald Islands,2020,4,2020-12-01,9.239653
Baja California Sur,Botswana,2013,2,2013-06-01,7.072161
Morelos,Morocco,2017,3,2017-09-01,5.604725
Oaxaca,China,2010,3,2010-09-01,0.735794
Nayarit,Antigua and Barbuda,2016,2,2016-06-01,2.993164
Guerrero,Latvia,2002,1,2002-03-01,9.336017
Baja California Sur,China,2001,3,2001-09-01,5.626705
Chihuahua,Sudan,2020,4,2020-12-01,8.981397
Ciudad de México,Andorra,2023,2,2023-06-01,3.451668
Aguascalientes,Mauritius,2008,3,2008-09-01,9.773318
Durango,Morocco,2019,2,2019-06-01,1.933565
Ciudad de México,North Macedonia,2020,3,2020-09-01,0.821481
Durango,Tanzania,2001,3,2001-09-01,1.477837
Baja California,Gabon,2013,3,2013-09-01,8.1648
Nayarit,Antigua and Barbuda,2006,1,2006-03-01,3.428676
Yucatán,South Africa,2005,3,2005-09-01,3.393736
Zacatecas,South Africa,2002,2,2002-06-01,3.802182
Quintana Roo,Jamaica,2012,4,2012-12-01,3.257567
Ciudad de México,Congo,2008,2,2008-06-01,9.330692
Baja California Sur,Heard Island and McDonald Islands,2012,4,2012-12-01,9.191367
Campeche,Mexico,2002,3,2002-09-01,7.704644
Jalisco,Gabon,2016,4,2016-12-01,3.607209
Tabasco,Venezuela,2004,2,2004-06-01,3.961533
Baja California,Botswana,2010,4,2010-12-01,7.314404
Chiapas,Antarctica (the territory South of 60 deg S),2021,2,2021-06-01,8.53834
Coahuila,Tajikistan,2009,2,2009-06-01,9.957295
Tamaulipas,Fiji,2006,3,2006-09-01,4.536457
Michoacán,Liberia,2010,3,2010-09-01,6.255131
Chiapas,Malaysia,2002,3,2002-09-01,7.806492
Sonora,Singapore,2023,3,2023-09-01,0.849023
Estado de México,Jamaica,2007,1,2007-03-01,1.038439
Sonora,Cameroon,2021,2,2021-06-01,3.63354
Guanajuato,Congo,2021,2,2021-06-01,1.611266
Oaxaca,Singapore,2012,3,2012-09-01,1.166141
Oaxaca,Saudi Arabia,2011,1,2011-03-01,4.635905
Querétaro,Luxembourg,2023,1,2023-03-01,1.408027
Michoacán,Sierra Leone,2020,3,2020-09-01,0.212087
Nuevo León,Pakistan,2009,1,2009-03-01,4.133788
Guanajuato,Guam,2004,3,2004-09-01,9.758036
Jalisco,Fiji,2005,3,2005-09-01,6.24449
Campeche,Saint Lucia,2018,2,2018-06-01,5.276097
Puebla,Nicaragua,2008,3,2008-09-01,7.915392
Quintana Roo,Tajikistan,2023,4,2023-12-01,1.492536
Estado de México,Singapore,2019,4,2019-12-01,3.126709
Yucatán,Mayotte,2018,2,2018-06-01,4.695236
Nayarit,United States of America,2004,3,2004-09-01,5.401633
Quintana Roo,Spain,2017,2,2017-06-01,7.536591
Coahuila,Sierra Leone,2014,3,2014-09-01,6.591992
Durango,Fiji,2009,2,2009-06-01,7.334323
Tabasco,North Macedonia,2018,3,2018-09-01,5.369407
Estado de México,Nauru,2011,2,2011-06-01,6.856018
Jalisco,Gabon,2011,4,2011-12-01,4.447779
Jalisco,Tuvalu,2007,1,2007-03-01,1.998528
Baja California Sur,Mauritius,2007,3,2007-09-01,7.430553
Nuevo León,Vietnam,2008,1,2008-03-01,1.797601
Hidalgo,Hong Kong,2017,4,2017-12-01,0.070787
Guerrero,Iran,2016,1,2016-03-01,7.191795
Baja California Sur,Lesotho,2012,1,2012-03-01,7.569053
Jalisco,Lithuania,2006,2,2006-06-01,3.089527
Oaxaca,Burkina Faso,2011,4,2011-12-01,3.086362
Puebla,Peru,2010,1,2010-03-01,8.49929
Colima,Algeria,2007,2,2007-06-01,8.184104
Coahuila,Antigua and Barbuda,2015,2,2015-06-01,1.888479
Coahuila,Grenada,2015,1,2015-03-01,7.14057
Coahuila,Hong Kong,2009,1,2009-03-01,6.284432
Tlaxcala,United Arab Emirates,2019,2,2019-06-01,7.947072
Sinaloa,Ecuador,2009,4,2009-12-01,6.438399
Baja California Sur,Egypt,2005,2,2005-06-01,2.370503
Quintana Roo,Algeria,2005,2,2005-06-01,7.294809
Chiapas,Greece,2018,4,2018-12-01,0.860562
Nuevo León,Cuba,2003,3,2003-09-01,4.244143
Tlaxcala,Montenegro,2018,4,2018-12-01,5.732233
Guanajuato,Saint Kitts and Nevis,2011,3,2011-09-01,5.053251
Baja California,Libyan Arab Jamahiriya,2002,1,2002-03-01,6.622886
Veracruz,Bolivia,2022,2,2022-06-01,4.355122
Veracruz,Burkina Faso,2004,3,2004-09-01,2.386582
Morelos,Saint Kitts and Nevis,2001,3,2001-09-01,7.462872
Querétaro,Macao,2018,3,2018-09-01,1.633286
Tamaulipas,Saint Barthelemy,2002,1,2002-03-01,2.082277
Tamaulipas,Saint Kitts and Nevis,2007,3,2007-09-01,7.425291
Tabasco,Paraguay,2018,4,2018-12-01,4.667503
Tamaulipas,Wallis and Futuna,2012,4,2012-12-01,7.185126
Durango,Iraq,2019,4,2019-12-01,8.763821
Sonora,Svalbard & Jan Mayen Islands,2020,4,2020-12-01,0.145034
Baja California,United Arab Emirates,2011,1,2011-03-01,8.306923
Querétaro,Burkina Faso,2002,3,2002-09-01,2.220082
Sinaloa,United Arab Emirates,2011,3,2011-09-01,1.649841
Morelos,Grenada,2002,2,2002-06-01,6.576542
Quintana Roo,Belarus,2000,1,2000-03-01,6.123299
Chihuahua,South Georgia and the South Sandwich Islands,2017,1,2017-03-01,9.551178
Campeche,France,2023,3,2023-09-01,6.459464
Chiapas,Paraguay,2020,1,2020-03-01,3.912239
San Luis Potosí,Antigua and Barbuda,2006,2,2006-06-01,8.331482
Puebla,Pakistan,2013,3,2013-09-01,7.379266
Yucatán,Solomon Islands,2004,1,2004-03-01,2.417136
Ciudad de México,United States of America,2004,1,2004-03-01,6.773226
Ciudad de México,Singapore,2019,1,2019-03-01,3.154674
Guerrero,Antigua and Barbuda,2012,1,2012-03-01,3.599055
Nayarit,Zimbabwe,2016,3,2016-09-01,0.731612
Ciudad de México,Mali,2008,1,2008-03-01,3.449399
Sonora,Saint Barthelemy,2007,3,2007-09-01,1.011717
Chiapas,French Southern Territories,2012,2,2012-06-01,9.703449
Jalisco,Saint Kitts and Nevis,2002,1,2002-03-01,8.292191
Nayarit,Christmas Island,2004,4,2004-12-01,8.906993
Chiapas,Tuvalu,2001,3,2001-09-01,4.431289
Estado de México,Algeria,2008,2,2008-06-01,9.068242
Puebla,Bahamas,2006,1,2006-03-01,1.672856
Tabasco,Jersey,2023,2,2023-06-01,5.607616
Sinaloa,Guyana,2014,2,2014-06-01,8.417698
Tlaxcala,Guam,2012,2,2012-06-01,2.842415
Aguascalientes,Guam,2003,1,2003-03-01,7.457108
Tabasco,Burkina Faso,2001,4,2001-12-01,9.089617
Guanajuato,Malta,2006,4,2006-12-01,4.382877
Estado de México,Syrian Arab Republic,2000,4,2000-12-01,7.954841
Morelos,Brazil,2014,1,2014-03-01,2.189603
Querétaro,Saint Pierre and Miquelon,2010,3,2010-09-01,8.225129
Sonora,San Marino,2007,3,2007-09-01,2.769813
Tabasco,Rwanda,2018,4,2018-12-01,8.047977
Nuevo León,Venezuela,2004,2,2004-06-01,2.926832
Colima,Tanzania,2023,3,2023-09-01,3.40484
Chihuahua,Mozambique,2019,4,2019-12-01,3.747277
Nuevo León,Ethiopia,2003,3,2003-09-01,9.109904
Guerrero,Congo,2009,2,2009-06-01,4.929619
Querétaro,Saint Pierre and Miquelon,2001,4,2001-12-01,5.150969
Yucatán,Madagascar,2012,2,2012-06-01,6.222083
Chiapas,Bolivia,2019,3,2019-09-01,5.300682
Oaxaca,Chad,2001,1,2001-03-01,2.740914
Chiapas,Algeria,2003,4,2003-12-01,8.02903
Durango,Togo,2002,1,2002-03-01,0.575602
Morelos,Saint Lucia,2003,3,2003-09-01,5.058893
Campeche,Antarctica (the territory South of 60 deg S),2001,1,2001-03-01,1.536986
Veracruz,Morocco,2008,3,2008-09-01,2.943945
Chiapas,Fiji,2021,3,2021-09-01,3.059879
San Luis Potosí,Jamaica,2009,4,2009-12-01,8.495694
Coahuila,Mayotte,2004,1,2004-03-01,0.88387
Michoacán,Nicaragua,2020,2,2020-06-01,9.0196
Tabasco,Benin,2022,3,2022-09-01,8.908228
Baja California Sur,Sudan,2022,4,2022-12-01,9.362287
Hidalgo,San Marino,2017,4,2017-12-01,1.359088
Aguascalientes,Belarus,2023,2,2023-06-01,0.833246
Colima,Brazil,2016,4,2016-12-01,5.153645
Yucatán,Monaco,2001,4,2001-12-01,4.723022
Durango,Portugal,2016,1,2016-03-01,9.888959
Baja California,Ireland,2017,4,2017-12-01,6.286781
Tlaxcala,Korea,2009,4,2009-12-01,6.461984
Zacatecas,Jordan,2017,1,2017-03-01,5.327124
Colima,Iraq,2022,3,2022-09-01,2.721267
Guerrero,Sudan,2000,4,2000-12-01,7.557936
Chihuahua,North Macedonia,2005,2,2005-06-01,2.132191
Zacatecas,Canada,2018,3,2018-09-01,9.675376
Colima,American Samoa,2023,1,2023-03-01,4.83226
Tabasco,Georgia,2001,1,2001-03-01,0.385775
Durango,Fiji,2021,1,2021-03-01,6.732266
Tlaxcala,Sao Tome and Principe,2009,1,2009-03-01,2.857787
Campeche,San Marino,2021,2,2021-06-01,2.34227
San Luis Potosí,Tanzania,2017,2,2017-06-01,4.88376
Aguascalientes,Iraq,2007,4,2007-12-01,7.547042
Quintana Roo,Benin,2012,1,2012-03-01,8.45028
Colima,China,2023,3,2023-09-01,7.890915
Jalisco,South Africa,2003,1,2003-03-01,8.374239
Tlaxcala,Greenland,2007,4,2007-12-01,1.311967
Campeche,Swaziland,2012,2,2012-06-01,0.427512
Quintana Roo,Greenland,2002,3,2002-09-01,7.926864
Nayarit,Fiji,2010,1,2010-03-01,8.359927
Veracruz,New Caledonia,2020,4,2020-12-01,1.06413
Yucatán,Sudan,2006,4,2006-12-01,8.36294
Guerrero,Lithuania,2021,4,2021-12-01,1.30933
Coahuila,Qatar,2023,1,2023-03-01,6.542966
Durango,Iraq,2004,1,2004-03-01,0.605745
San Luis Potosí,Cameroon,2011,3,2011-09-01,3.262955
Sinaloa,Jamaica,2002,2,2002-06-01,2.361599
Durango,Egypt,2022,1,2022-03-01,6.023256
Zacatecas,Iran,2005,2,2005-06-01,4.629686
Chihuahua,Jersey,2015,3,2015-09-01,3.069133
Tamaulipas,Georgia,2009,2,2009-06-01,8.926442
Oaxaca,Gibraltar,2015,2,2015-06-01,0.129117
Zacatecas,Brazil,2014,3,2014-09-01,8.791251
Aguascalientes,Saint Barthelemy,2010,2,2010-06-01,0.134645
Ciudad de México,Paraguay,2000,4,2000-12-01,6.892846
Chihuahua,Macao,2022,4,2022-12-01,4.351251
Tamaulipas,Cape Verde,2001,3,2001-09-01,3.375383
Coahuila,Lithuania,2018,1,2018-03-01,1.659414
Jalisco,San Marino,2021,1,2021-03-01,8.361509
Chihuahua,Tajikistan,2015,3,2015-09-01,9.227039
Veracruz,Mexico,2016,3,2016-09-01,6.591975
Coahuila,Equatorial Guinea,2020,4,2020-12-01,9.64256
Ciudad de México,Brazil,2002,3,2002-09-01,9.326896
Nuevo León,Vietnam,2006,4,2006-12-01,2.575888
Ciudad de México,Belarus,2006,1,2006-03-01,5.274992
Guanajuato,Morocco,2005,1,2005-03-01,0.391297
Chiapas,Rwanda,2009,3,2009-09-01,1.268046
Yucatán,Iraq,2001,3,2001-09-01,5.174529
Baja California Sur,Samoa,2009,2,2009-06-01,1.472071
Aguascalientes,Cameroon,2023,1,2023-03-01,8.010634
Morelos,Tuvalu,2015,2,2015-06-01,6.973954
Aguascalientes,Georgia,2000,3,2000-09-01,1.129305
Colima,Lesotho,2013,1,2013-03-01,0.042117
Tamaulipas,Greenland,2020,3,2020-09-01,5.488709
Tamaulipas,Heard Island and McDonald Islands,2000,2,2000-06-01,8.334745
Chihuahua,Portugal,2022,2,2022-06-01,5.711316
Baja California,Singapore,2014,3,2014-09-01,3.601657
Michoacán,Aruba,2009,4,2009-12-01,6.543887
Sinaloa,Antarctica (the territory South of 60 deg S),2012,3,2012-09-01,4.416101
Tlaxcala,Ecuador,2010,4,2010-12-01,7.650231
Campeche,Christmas Island,2012,4,2012-12-01,6.057518
Coahuila,Libyan Arab Jamahiriya,2020,3,2020-09-01,4.411687
Zacatecas,Oman,2014,4,2014-12-01,8.632544
Chiapas,Jamaica,2000,3,2000-09-01,2.392561
Tlaxcala,Cambodia,2009,3,2009-09-01,4.382166
Sonora,Belarus,2006,4,2006-12-01,8.427589
Ciudad de México,San Marino,2015,4,2015-12-01,6.144785
Querétaro,Fiji,2010,1,2010-03-01,4.673076
Coahuila,Canada,2009,3,2009-09-01,1.385525
Campeche,Portugal,2013,1,2013-03-01,2.975903
Jalisco,Cyprus,2005,2,2005-06-01,0.981966
Zacatecas,Turkey,2016,4,2016-12-01,1.546996
Ciudad de México,Guadeloupe,2015,1,2015-03-01,9.005436
Querétaro,Netherlands Antilles,2007,1,2007-03-01,1.723475
Campeche,Paraguay,2000,4,2000-12-01,3.472067
Oaxaca,Malaysia,2005,1,2005-03-01,4.726318
Michoacán,Grenada,2015,1,2015-03-01,2.189328
Colima,Holy See (Vatican City State),2010,4,2010-12-01,8.275613
Sonora,Brazil,2002,3,2002-09-01,8.268201
Tlaxcala,Netherlands Antilles,2019,3,2019-09-01,9.400401
Sonora,Greenland,2012,2,2012-06-01,7.637752
Zacatecas,Tanzania,2020,1,2020-03-01,4.995665
Estado de México,Qatar,2014,2,2014-06-01,0.054764
Michoacán,Turkey,2007,2,2007-06-01,0.98287
Oaxaca,Sierra Leone,2015,1,2015-03-01,1.396375
Sonora,Malta,2008,4,2008-12-01,7.834406
Chihuahua,Brazil,2001,2,2001-06-01,6.804594
Nayarit,Benin,2020,4,2020-12-01,2.559634
Nuevo León,Saint Barthelemy,2019,4,2019-12-01,4.172328
Guerrero,Lithuania,2021,4,2021-12-01,2.601318
Tamaulipas,Luxembourg,2006,3,2006-09-01,2.76827
Puebla,Madagascar,2010,4,2010-12-01,5.738234
Yucatán,Christmas Island,2011,1,2011-03-01,8.558107
Nayarit,Paraguay,2001,4,2001-12-01,1.03798
Tabasco,Qatar,2016,2,2016-06-01,1.385301
Chiapas,Paraguay,2005,1,2005-03-01,7.277905
San Luis Potosí,San Marino,2011,1,2011-03-01,2.222553
San Luis Potosí,Belarus,2012,4,2012-12-01,8.747193
Guanajuato,Iraq,2008,4,2008-12-01,4.173793
Nayarit,Canada,2014,3,2014-09-01,5.899448
Chihuahua,Morocco,2016,1,2016-03-01,0.133762
Ciudad de México,Netherlands Antilles,2016,4,2016-12-01,9.209434
Hidalgo,Mauritius,2018,1,2018-03-01,3.676674
Sonora,Tokelau,2000,1,2000-03-01,3.177946
Colima,Central African Republic,2010,1,2010-03-01,3.954884
Tamaulipas,Saint Lucia,2019,1,2019-03-01,0.556791
Querétaro,Poland,2020,4,2020-12-01,5.47766
Morelos,Paraguay,2016,4,2016-12-01,1.121928
Tlaxcala,Iraq,2004,1,2004-03-01,0.367001
Oaxaca,Korea,2002,2,2002-06-01,1.315786
Nayarit,Saint Barthelemy,2022,1,2022-03-01,9.810988
Puebla,Christmas Island,2003,1,2003-03-01,3.61565
Yucatán,Togo,2005,3,2005-09-01,4.189456
Nuevo León,Moldova,2008,1,2008-03-01,0.546383
Oaxaca,Belarus,2009,2,2009-06-01,0.84019
Veracruz,Faroe Islands,2002,3,2002-09-01,3.651921
Nayarit,Mexico,2018,1,2018-03-01,2.455203
Zacatecas,Mauritius,2007,3,2007-09-01,2.282769
Chiapas,Singapore,2019,4,2019-12-01,3.154094
Tamaulipas,Jamaica,2016,4,2016-12-01,8.076779
Nayarit,Moldova,2001,1,2001-03-01,5.008167
Michoacán,San Marino,2010,2,2010-06-01,3.29674
San Luis Potosí,Bosnia and Herzegovina,2021,3,2021-09-01,3.157004
Jalisco,Libyan Arab Jamahiriya,2015,1,2015-03-01,3.700871
Baja California Sur,Guadeloupe,2011,3,2011-09-01,3.980439
Durango,Ecuador,2023,4,2023-12-01,1.930557
Chiapas,Syrian Arab Republic,2023,2,2023-06-01,6.76007
Sinaloa,San Marino,2019,4,2019-12-01,1.315885
Aguascalientes,Belarus,2006,2,2006-06-01,0.40825
Nayarit,American Samoa,2010,1,2010-03-01,8.881242
Coahuila,Ethiopia,2015,2,2015-06-01,8.197889
Colima,Saudi Arabia,2004,4,2004-12-01,9.997702
Guanajuato,Eritrea,2019,3,2019-09-01,8.279883
Estado de México,Greenland,2017,1,2017-03-01,0.805038
Nayarit,Luxembourg,2016,3,2016-09-01,1.715497
Chihuahua,Iraq,2022,2,2022-06-01,9.800139
Oaxaca,Tanzania,2008,3,2008-09-01,3.564764
Durango,Cape Verde,2008,1,2008-03-01,0.38163
Sonora,Peru,2016,1,2016-03-01,9.658759
Tamaulipas,Algeria,2010,2,2010-06-01,3.046546
Puebla,Fiji,2000,4,2000-12-01,8.342332
Guanajuato,Morocco,2019,1,2019-03-01,2.050175
Guerrero,Jamaica,2006,3,2006-09-01,2.549807
Durango,Montenegro,2001,4,2001-12-01,9.065349
Baja California,Bahamas,2001,1,2001-03-01,2.493814
Michoacán,Botswana,2002,2,2002-06-01,7.784113
Colima,Sudan,2015,1,2015-03-01,2.271112
Guerrero,Libyan Arab Jamahiriya,2017,1,2017-03-01,0.594218
Tabasco,Vietnam,2005,4,2005-12-01,4.100955
Puebla,Antarctica (the territory South of 60 deg S),2000,1,2000-03-01,3.83765
Tamaulipas,San Marino,2006,4,2006-12-01,2.740939
Chihuahua,Guinea-Bissau,2013,4,2013-12-01,1.564068
Michoacán,Swaziland,2003,3,2003-09-01,2.077915
Chihuahua,Egypt,2013,3,2013-09-01,8.833376
Oaxaca,Libyan Arab Jamahiriya,2004,2,2004-06-01,4.339192
Colima,United States of America,2011,1,2011-03-01,8.318455
Quintana Roo,Germany,2021,3,2021-09-01,4.829434
Yucatán,Chad,2006,4,2006-12-01,4.416002
Querétaro,Greece,2016,4,2016-12-01,3.890977
Michoacán,China,2017,4,2017-12-01,3.450913
Estado de México,Fiji,2018,3,2018-09-01,0.360826
Querétaro,Tuvalu,2022,2,2022-06-01,5.63469
Campeche,Benin,2005,3,2005-09-01,0.694897
Tamaulipas,Thailand,2006,2,2006-06-01,6.746039
Estado de México,Togo,2022,3,2022-09-01,7.889837
Jalisco,Cuba,2022,4,2022-12-01,2.790666
Oaxaca,Saint Kitts and Nevis,2020,1,2020-03-01,5.951968
Yucatán,Saint Lucia,2007,2,2007-06-01,2.509253
Querétaro,Macao,2009,1,2009-03-01,4.534869
Ciudad de México,Germany,2003,2,2003-06-01,0.203006
San Luis Potosí,Sudan,2017,3,2017-09-01,0.468096
Guanajuato,Nauru,2009,3,2009-09-01,6.662873
Sonora,Heard Island and McDonald Islands,2007,2,2007-06-01,4.378307
Coahuila,Tokelau,2000,1,2000-03-01,7.133108
Sinaloa,Iran,2023,3,2023-09-01,5.93222
Colima,Jamaica,2020,1,2020-03-01,4.540093
San Luis Potosí,Greenland,2011,2,2011-06-01,4.10567
Coahuila,Saint Lucia,2007,1,2007-03-01,8.286721
Coahuila,Botswana,2007,3,2007-09-01,5.851334
Coahuila,Belarus,2019,3,2019-09-01,6.123844
Morelos,Indonesia,2014,2,2014-06-01,7.527567
Michoacán,Portugal,2023,3,2023-09-01,2.370633
Chiapas,Qatar,2001,4,2001-12-01,3.866876
Jalisco,Brazil,2020,1,2020-03-01,5.068707
Chihuahua,Iran,2007,3,2007-09-01,5.362241
Puebla,Malta,2022,4,2022-12-01,9.514102
Nayarit,Congo,2002,4,2002-12-01,1.68788
Estado de México,Nauru,2005,2,2005-06-01,5.9412
Chiapas,Greece,2023,3,2023-09-01,8.38701
Tabasco,Montenegro,2006,3,2006-09-01,9.035357
Querétaro,Costa Rica,2001,2,2001-06-01,1.977902
Baja California,Svalbard & Jan Mayen Islands,2012,3,2012-09-01,9.474614
San Luis Potosí,Rwanda,2000,3,2000-09-01,1.567643
Durango,North Macedonia,2003,4,2003-12-01,3.887873
Sonora,Korea,2012,3,2012-09-01,2.038271
Zacatecas,Latvia,2018,4,2018-12-01,8.460812
Sonora,Sierra Leone,2012,3,2012-09-01,7.425332
Coahuila,Libyan Arab Jamahiriya,2012,4,2012-12-01,7.642662
Guanajuato,Honduras,2011,1,2011-03-01,3.75376
Michoacán,Portugal,2006,2,2006-06-01,5.343291
Durango,France,2014,3,2014-09-01,5.881112
Tabasco,Jordan,2011,3,2011-09-01,8.998326
Tabasco,Saudi Arabia,2001,1,2001-03-01,0.722368
Aguascalientes,Sudan,2022,2,2022-06-01,2.113887
Nuevo León,South Africa,2013,3,2013-09-01,3.980899
Oaxaca,Paraguay,2010,2,2010-06-01,3.939316
Hidalgo,Jersey,2004,1,2004-03-01,3.260745
Hidalgo,Thailand,2013,2,2013-06-01,1.985715
San Luis Potosí,Morocco,2003,2,2003-06-01,0.741926
Zacatecas,Portugal,2017,1,2017-03-01,5.12326
Morelos,Singapore,2005,2,2005-06-01,8.11249
Chiapas,Syrian Arab Republic,2023,3,2023-09-01,0.867913
Baja California Sur,Malaysia,2022,3,2022-09-01,5.236294
Baja California,United States of America,2013,4,2013-12-01,9.705095
San Luis Potosí,Mayotte,2018,4,2018-12-01,4.586
Tabasco,Mexico,2016,4,2016-12-01,2.460646
Tlaxcala,Morocco,2021,1,2021-03-01,0.268323
Guerrero,Moldova,2023,1,2023-03-01,9.660741
Puebla,Seychelles,2004,2,2004-06-01,6.97651
Coahuila,Brazil,2021,3,2021-09-01,1.936489
Michoacán,Korea,2023,2,2023-06-01,0.631629
Guanajuato,France,2008,4,2008-12-01,8.843675
Oaxaca,Morocco,2002,3,2002-09-01,0.080737
Tabasco,Indonesia,2018,2,2018-06-01,1.474108
Chihuahua,Saint Lucia,2000,3,2000-09-01,1.581209
Morelos,Morocco,2007,1,2007-03-01,0.347337
Jalisco,Heard Island and McDonald Islands,2005,1,2005-03-01,8.217446
Chihuahua,Monaco,2008,2,2008-06-01,5.328637
Oaxaca,Saudi Arabia,2012,1,2012-03-01,3.516425
Guanajuato,New Caledonia,2010,2,2010-06-01,8.210356
Baja California,Ethiopia,2014,4,2014-12-01,9.719719
Querétaro,South Georgia and the South Sandwich Islands,2002,4,2002-12-01,6.162252
Sinaloa,Gambia,2006,3,2006-09-01,3.358489
Nuevo León,Isle of Man,2013,1,2013-03-01,2.828758
Nuevo León,Seychelles,2023,3,2023-09-01,3.467888
Estado de México,Korea,2017,1,2017-03-01,9.405685
Nayarit,Samoa,2002,3,2002-09-01,5.123633
Tlaxcala,Antigua and Barbuda,2019,1,2019-03-01,4.643496
Tlaxcala,Heard Island and McDonald Islands,2005,2,2005-06-01,6.201239
Zacatecas,United States of America,2022,1,2022-03-01,0.980312
Sonora,Saudi Arabia,2010,3,2010-09-01,3.242402
Hidalgo,Malaysia,2019,1,2019-03-01,7.617227
Baja California,Zimbabwe,2016,2,2016-06-01,9.715818
Tlaxcala,Monaco,2009,2,2009-06-01,4.719864
Estado de México,Mexico,2016,4,2016-12-01,9.508597
Nuevo León,Turkey,2008,3,2008-09-01,8.361816
Baja California Sur,Germany,2014,4,2014-12-01,7.416231
Morelos,Congo,2023,1,2023-03-01,6.51588
Ciudad de México,Togo,2011,4,2011-12-01,8.662783
Jalisco,Malta,2004,2,2004-06-01,7.062476
Quintana Roo,New Caledonia,2019,4,2019-12-01,9.159617
Quintana Roo,Bolivia,2006,2,2006-06-01,8.652301
Morelos,Germany,2008,1,2008-03-01,9.855583
Coahuila,Seychelles,2019,1,2019-03-01,9.677738
Baja California Sur,Indonesia,2019,1,2019-03-01,4.25909
Baja California Sur,Mexico,2013,3,2013-09-01,8.039045
Querétaro,Cuba,2023,1,2023-03-01,3.836572
Chiapas,Latvia,2000,3,2000-09-01,5.534787
Puebla,Singapore,2012,2,2012-06-01,2.94224
Nuevo León,Tokelau,2017,1,2017-03-01,0.570375
Nuevo León,Gabon,2012,3,2012-09-01,2.947104
Baja California,Tajikistan,2015,4,2015-12-01,8.150063
Ciudad de México,Cameroon,2012,3,2012-09-01,6.333072
Querétaro,Mali,2013,4,2013-12-01,4.024255
Campeche,Greenland,2000,4,2000-12-01,1.115963
Chiapas,Iran,2008,2,2008-06-01,1.650339
Estado de México,Cape Verde,2020,2,2020-06-01,8.748068
